_id,tipo,estado,canal_entrada,fecha_entrada,fecha_contestacion,consejeria,unidad_descripcion,tema,subtema
599,Agradecimiento,Enviada a Otra Administración,INTERNET,2024-01-17T00:00:00,,"Consejería de Cultura, Turismo y Deporte",,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
600,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
601,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
602,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
603,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
604,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
605,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
606,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
607,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
608,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
609,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
610,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
611,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
612,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
613,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
614,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
615,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
616,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
617,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-19T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
618,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
619,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,JUVENTUD,OTROS
620,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
621,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
622,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
623,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,OTROS
624,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
625,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
626,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,OTROS
627,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
628,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
629,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
630,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
631,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
632,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
633,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
634,Queja,Enviada a Otra Administración,INTERNET,2024-01-17T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",,TRANSPORTES,CARRETERAS
635,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
1372,Queja,Enviada a Otra Administración,INTERNET,2024-01-29T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",,URBANISMO,OTROS
636,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
637,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
638,Queja,Recepcionada por Unidad,PRESENCIAL,2024-01-17T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,VIVIENDAS DEL IVIMA
639,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-06-24T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",,VIVIENDA,OTROS
640,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
641,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
642,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
643,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-14T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
644,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
645,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-03-14T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,OTROS
646,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
647,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
648,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
649,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
650,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
651,Queja,Cancelada,INTERNET,2024-01-17T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",,OTROS,OTROS
652,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
653,Agradecimiento,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,OTROS
654,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
655,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
656,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
657,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
658,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
659,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-02-20T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Tributos,ATENCIÓN AL CONTRIBUYENTE,INFORMACIÓN Y ATENCIÓN AL CONTRIBUYENTE 
660,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-19T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
661,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
662,Queja,Cancelada,INTERNET,2024-01-17T00:00:00,,"Consejería de Economía, Hacienda y Empleo",,EMPLEO,OTROS
663,Queja,Enviada a Otra Administración,INTERNET,2024-01-17T00:00:00,,,,ATENCIÓN AL CIUDADANO,OTROS
664,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-18T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,OTROS
665,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-09T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Concertada, Becas y Ayudas al Estudio",EDUCACIÓN,"BECAS, AYUDAS Y SUBVENCIONES"
666,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
667,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-06-03T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
668,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
669,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-14T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OTROS
670,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
671,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-04-23T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
672,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
673,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Tributos,ATENCIÓN AL CONTRIBUYENTE,INFORMACIÓN Y ATENCIÓN AL CONTRIBUYENTE 
674,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-03-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales","Dirección General de Infancia, Familia y Fomento de la Natalidad",POLÍTICAS SOCIALES,"INFANCIA, ACOGIMIENTO Y ADOPCIÓN"
675,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
676,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
677,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,CERTIFICACIÓN DE LA COMPETENCIA PROFESIONAL
678,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
679,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
680,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
681,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
682,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
683,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-04-19T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
684,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
685,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales","Dirección General de Infancia, Familia y Fomento de la Natalidad",POLÍTICAS SOCIALES,"INFANCIA, ACOGIMIENTO Y ADOPCIÓN"
686,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-05T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",,OTROS,Canal de Isabel II
687,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
688,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
689,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
690,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
691,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
693,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
694,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
695,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
696,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
697,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
698,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
699,Agradecimiento,Cancelada,INTERNET,2024-01-17T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
700,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
701,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-02-09T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
702,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
703,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
704,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-09T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
705,Queja,Recepcionada por Unidad,INTERNET,2024-01-17T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,DISCAPACIDAD
706,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
707,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
